budget_project_id,logic1_point,logic1_reason
20935,4.0,デジタルヘルスケアの支援が医療機関への導入に結びつくため、outcomeが適切。
3533,1.0,統計整備がoutcomeのデータセット閲覧数に結びつくか不明確で、飛躍がある。
7091,3.0,貿易管理の強化が安全保障に結びつくが、outcomeの具体性に欠ける。
7274,2.0,利子補給が事業再生に結びつくか不明確で、outcomeに飛躍がある。
3690,1.0,土地借料の支払いが石油ガス備蓄量に結びつくか不明確で、飛躍がある。
7168,3.0,家事支援サービスの導入が福利厚生の向上に結びつくが、outcomeの具体性に欠ける。
613,4.0,復興支援が事業再建に結びつくため、outcomeが適切。
7759,2.0,漁業者支援が持続可能な漁業に結びつくか不明確で、outcomeに飛躍がある。
7163,5.0,海外展開支援が市場規模拡大に結びつくため、outcomeが適切。
3600,3.0,日EU関係強化が投資件数に結びつくが、outcomeの具体性に欠ける。
3668,2.0,利子補給が事業再建に結びつくか不明確で、outcomeに飛躍がある。
3951,4.0,商店街支援が来街者数増加に結びつくため、outcomeが適切。
7176,5.0,物流効率化が労働時間削減に結びつくため、outcomeが適切。
7182,3.0,ファンド出資が中小企業支援に結びつくが、outcomeの具体性に欠ける。
5852,4.0,スタートアップ支援が起業家の成長に結びつくため、outcomeが適切。
3563,2.0,デジタルプラットフォーム構築がオンライン利用率に結びつくか不明確で、outcomeに飛躍がある。
3624,4.0,小規模事業者支援が売上高増加に結びつくため、outcomeが適切。
20974,2.0,利子補給が事業再建に結びつくか不明確で、outcomeに飛躍がある。
3548,3.0,伝統工芸支援が事業再開に結びつくが、outcomeの具体性に欠ける。
3629,4.0,小規模事業者支援が売上高増加に結びつくため、outcomeが適切。
7103,5.0,リスキリング支援が賃金上昇に結びつくため、outcomeが適切。
3620,3.0,技術管理支援が貿易救済措置に結びつくが、outcomeの具体性に欠ける。
21002,4.0,メンタルヘルスサービス支援が市場規模拡大に結びつくため、outcomeが適切。
5864,3.0,信用保証支援が経営改善に結びつくが、outcomeの具体性に欠ける。
5758,5.0,ヘルスケア産業支援が国際展開に結びつくため、outcomeが適切。
21024,4.0,クリエイティブ産業支援が海外市場規模拡大に結びつくため、outcomeが適切。
7137,3.0,エコシステム構築が社会課題解決に結びつくが、outcomeの具体性に欠ける。
624,2.0,再生支援がエグジットに結びつくか不明確で、outcomeに飛躍がある。
5999,3.0,相談体制強化が経営課題解決に結びつくが、outcomeの具体性に欠ける。
1413,1.0,低利融資が資金供給に結びつくか不明確で、outcomeに飛躍がある。
3978,4.0,連携支援が生産性向上に結びつくため、outcomeが適切。
19755,5.0,海外展開支援が輸出成功に結びつくため、outcomeが適切。
7198,3.0,共同講座が人材育成に結びつくが、outcomeの具体性に欠ける。
20582,2.0,outputからoutcomeへの飛躍があり、女性役員比率の向上が直接的にフェムテックの利活用と結びつかない。
3853,3.0,outputとoutcomeの間に飛躍はないが、制度の適切な執行が本質的な課題解決に直結しているか不明。
21017,1.0,outcomeが曖昧で、事業開発活動の支援が直接的に課題解決に結びついていない。
6079,2.0,outputからoutcomeへの飛躍があり、ヘルスケア産業市場規模の計測が直接的な課題解決に結びつかない。
3621,4.0,outputとoutcomeの間に飛躍はないが、サイバーセキュリティ対策の重要性が直接的に課題解決に結びついている。
3574,3.0,outputとoutcomeの間に飛躍はないが、教育市場規模の拡大が本質的な課題解決に直結しているか不明。
20999,4.0,outputとoutcomeの間に飛躍はないが、大学発スタートアップの創出が直接的に課題解決に結びついている。
3543,2.0,outputからoutcomeへの飛躍があり、認知度向上が直接的な課題解決に結びつかない。
7173,3.0,outputとoutcomeの間に飛躍はないが、輸出額の増加が本質的な課題解決に直結しているか不明。
7099,1.0,outputが曖昧で、スポーツ産業の市場規模が直接的な課題解決に結びついていない。
19899,3.0,outputとoutcomeの間に飛躍はないが、インフラ整備計画の策定が本質的な課題解決に直結しているか不明。
7172,2.0,outputからoutcomeへの飛躍があり、ヘルスケア産業市場規模の計測が直接的な課題解決に結びつかない。
7264,4.0,outputとoutcomeの間に飛躍はないが、売上高の増加が直接的に課題解決に結びついている。
612,5.0,outputとoutcomeの間に飛躍はなく、資金繰りの円滑化が直接的に課題解決に結びついている。
7108,3.0,outputとoutcomeの間に飛躍はないが、社会課題解決にインパクトをもたらす人材育成が本質的な課題解決に直結しているか不明。
3661,5.0,outputとoutcomeの間に飛躍はなく、資金繰りの円滑化が直接的に課題解決に結びついている。
3658,5.0,outputとoutcomeの間に飛躍はなく、資金繰りの円滑化が直接的に課題解決に結びついている。
626,4.0,outputとoutcomeの間に飛躍はないが、事業継続の転換が直接的に課題解決に結びついている。
3557,4.0,outputとoutcomeの間に飛躍はないが、医療機器の上市率が直接的に課題解決に結びついている。
3567,3.0,outputとoutcomeの間に飛躍はないが、プラットフォームの利用にあたり課題がないと回答する割合が本質的な課題解決に直結しているか不明。
3868,2.0,outputからoutcomeへの飛躍があり、労働生産性の伸び率が直接的な課題解決に結びつかない。
3657,3.0,outputとoutcomeの間に飛躍はないが、事業再建の割合が本質的な課題解決に直結しているか不明。
3653,5.0,outputとoutcomeの間に飛躍はなく、資金繰りの円滑化が直接的に課題解決に結びついている。
1409,4.0,outputとoutcomeの間に飛躍はないが、信用保証承諾実績が直接的に課題解決に結びついている。
3876,3.0,outputとoutcomeの間に飛躍はないが、リスク評価の審議が本質的な課題解決に直結しているか不明。
20972,2.0,outputからoutcomeへの飛躍があり、介護DXの横展開が直接的な課題解決に結びつかない。
7180,3.0,outputとoutcomeの間に飛躍はないが、副業解禁の比率が本質的な課題解決に直結しているか不明。
529,5.0,outputとoutcomeの間に飛躍はなく、資金供給が直接的に課題解決に結びついている。
3645,2.0,outputからoutcomeへの飛躍があり、社会課題解決企業の割合が直接的な課題解決に結びつかない。
3622,4.0,outputとoutcomeの間に飛躍はないが、売上高営業利益率が直接的に課題解決に結びついている。
3940,1.0,outputが曖昧で、女性役員比率の向上が直接的にフェムテックの利活用と結びつかない。
3648,3.0,outputとoutcomeの間に飛躍はないが、経営課題の解決件数が本質的な課題解決に直結しているか不明。
3603,2.0,outputからoutcomeへの飛躍があり、商談件数が直接的な課題解決に結びつかない。
7100,4.0,outputとoutcomeの間に飛躍はないが、セキュリティ対策の必要性が直接的に課題解決に結びついている。
3625,3.0,outputとoutcomeの間に飛躍はないが、事業承継計画策定件数が本質的な課題解決に直結しているか不明。
7770,4.0,outputとoutcomeの間に飛躍はないが、労働生産性の向上が直接的に課題解決に結びついている。
3952,3.0,outputとoutcomeの間に飛躍はないが、人材育成の継続率が本質的な課題解決に直結しているか不明。
7220,2.0,outputからoutcomeへの飛躍があり、需要創出の実現割合が直接的な課題解決に結びつかない。
19891,3.0,outputとoutcomeの間に飛躍はないが、新規事業展開件数が本質的な課題解決に直結しているか不明。
3627,4.0,outputとoutcomeの間に飛躍はないが、事業化の達成が直接的に課題解決に結びついている。
19871,3.0,outputとoutcomeの間に飛躍はないが、エコシステムの継続件数比率が本質的な課題解決に直結しているか不明。
3555,2.0,outputからoutcomeへの飛躍があり、政策分野の数が直接的な課題解決に結びつかない。
7164,2.0,outputとoutcomeの間に飛躍があり、セキュリティ対策の具体的な効果が不明確。
3576,3.0,outputとoutcomeの関連性はあるが、具体的な成果が見えにくい。
3623,2.0,外国人技能実習制度の違反防止がoutcomeに反映されていない。
3720,1.0,outputが具体的なoutcomeに結びついておらず、効果が不明。
19883,4.0,DX人材育成のoutputとoutcomeが一貫しており、効果が期待できる。
7153,3.0,賃上げと事業成長の関連性はあるが、具体的な成果が不明確。
21014,4.0,スタートアップ支援のoutputとoutcomeが一貫しており、効果が期待できる。
21023,2.0,outputが具体的なoutcomeに結びついておらず、効果が不明。
